what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1555777892187
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1555777892889
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1555778042636
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1555778048847
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1555778051297
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1555778054360
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1555778054368
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1555778054368
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1555778058116
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1555778059716
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1555778059722
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1555778059722
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1555778066778
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1555778069412
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1555778073848
error,log,,,"Warning: Ignoring name conflict in resource file for name hello_world",1555778095021
error,log,,,"Warning: Ignoring name conflict in resource file for name action_settings",1555778095032
error,log,,,"Warning: Ignoring name conflict in resource file for name activity_horizontal_margin",1555778095053
error,log,,,"Warning: Ignoring name conflict in resource file for name activity_vertical_margin",1555778095063
error,log,,,"Warning: Ignoring name conflict in resource file for name activity_horizontal_margin",1555778095079
error,log,,,"Warning: Ignoring name conflict in resource file for name hello_world",1555778098178
error,log,,,"Warning: Ignoring name conflict in resource file for name action_settings",1555778098188
error,log,,,"Warning: Ignoring name conflict in resource file for name activity_horizontal_margin",1555778098205
error,log,,,"Warning: Ignoring name conflict in resource file for name activity_vertical_margin",1555778098216
error,log,,,"Warning: Ignoring name conflict in resource file for name activity_horizontal_margin",1555778098229
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1555778098520
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1555778098531
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1555778098951
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1555778099050
error,log,,,"Current file is not a match for the given config.",1555778099313
error,log,,,"Current file is not a match for the given config.",1555778099323
error,log,,,"Current file is not a match for the given config.",1555778099333
error,log,,,"Current file is not a match for the given config.",1555778099343
error,log,,,"Current file is not a match for the given config.",1555778099354
error,log,,,"Current file is not a match for the given config.",1555778099363
error,log,,,"Current file is not a match for the given config.",1555778099372
error,log,,,"Current file is not a match for the given config.",1555778099382
error,log,,,"Current file is not a match for the given config.",1555778099391
error,log,,,"Current file is not a match for the given config.",1555778099399
error,log,,,"Current file is not a match for the given config.",1555778099408
error,log,,,"Current file is not a match for the given config.",1555778099418
error,log,,,"Current file is not a match for the given config.",1555778099427
error,log,,,"Current file is not a match for the given config.",1555778099436
error,log,,,"Current file is not a match for the given config.",1555778099444
error,log,,,"Current file is not a match for the given config.",1555778099453
error,log,,,"Current file is not a match for the given config.",1555778099462
error,log,,,"Current file is not a match for the given config.",1555778099471
error,log,,,"Current file is not a match for the given config.",1555778099480
error,log,,,"Current file is not a match for the given config.",1555778099488
error,log,,,"Current file is not a match for the given config.",1555778099496
error,log,,,"Current file is not a match for the given config.",1555778099505
error,log,,,"Current file is not a match for the given config.",1555778099514
error,log,,,"Current file is not a match for the given config.",1555778099523
error,log,,,"Current file is not a match for the given config.",1555778099531
error,log,,,"Current file is not a match for the given config.",1555778099539
error,log,,,"Current file is not a match for the given config.",1555778099548
error,log,,,"Current file is not a match for the given config.",1555778099557
error,log,,,"Current file is not a match for the given config.",1555778099572
error,log,,,"Current file is not a match for the given config.",1555778099581
error,log,,,"Current file is not a match for the given config.",1555778099591
error,log,,,"Current file is not a match for the given config.",1555778099600
error,log,,,"Current file is not a match for the given config.",1555778099610
error,log,,,"Current file is not a match for the given config.",1555778099620
error,log,,,"Current file is not a match for the given config.",1555778099629
error,log,,,"Current file is not a match for the given config.",1555778099637
error,log,,,"Current file is not a match for the given config.",1555778099646
error,log,,,"Current file is not a match for the given config.",1555778099654
error,log,,,"Current file is not a match for the given config.",1555778099662
error,log,,,"Current file is not a match for the given config.",1555778099670
error,log,,,"Current file is not a match for the given config.",1555778099679
error,log,,,"Current file is not a match for the given config.",1555778099688
error,log,,,"Current file is not a match for the given config.",1555778099696
error,log,,,"Current file is not a match for the given config.",1555778099703
error,log,,,"Current file is not a match for the given config.",1555778099712
error,log,,,"Current file is not a match for the given config.",1555778099721
error,log,,,"Current file is not a match for the given config.",1555778099730
error,log,,,"Current file is not a match for the given config.",1555778099739
error,log,,,"Current file is not a match for the given config.",1555778099746
error,log,,,"Current file is not a match for the given config.",1555778099755
error,log,,,"Current file is not a match for the given config.",1555778099764
error,log,,,"Current file is not a match for the given config.",1555778099772
error,log,,,"Current file is not a match for the given config.",1555778099782
error,log,,,"Current file is not a match for the given config.",1555778099789
error,log,,,"Current file is not a match for the given config.",1555778099798
error,log,,,"Current file is not a match for the given config.",1555778099806
error,log,,,"Current file is not a match for the given config.",1555778099815
error,log,,,"Current file is not a match for the given config.",1555778099823
error,log,,,"Current file is not a match for the given config.",1555778099832
error,log,,,"Current file is not a match for the given config.",1555778099840
error,log,,,"Current file is not a match for the given config.",1555778099848
error,log,,,"Current file is not a match for the given config.",1555778099857
error,log,,,"Current file is not a match for the given config.",1555778099865
error,log,,,"Current file is not a match for the given config.",1555778099874
error,log,,,"Current file is not a match for the given config.",1555778099882
error,log,,,"Current file is not a match for the given config.",1555778099890
error,log,,,"Current file is not a match for the given config.",1555778099906
error,log,,,"Current file is not a match for the given config.",1555778099920
error,log,,,"Current file is not a match for the given config.",1555778099927
error,log,,,"Current file is not a match for the given config.",1555778099936
error,log,,,"Current file is not a match for the given config.",1555778099945
error,log,,,"Current file is not a match for the given config.",1555778099954
error,log,,,"Current file is not a match for the given config.",1555778099962
opened,editor,com.android.ide.eclipse.adt,23.0.7.2120684,"com.android.ide.eclipse.editors.CommonXmlEditor",1555778100189
activated,editor,com.android.ide.eclipse.adt,23.0.7.2120684,"com.android.ide.eclipse.editors.CommonXmlEditor",1555778100291
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1555778105824
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1555778106903
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1555778107579
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1555778115373
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1555778122100
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1555778122944
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1555778123595
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1555778129879
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1555778132839
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1555778134458
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1555778135506
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1555778135681
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1555778135876
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1555778136240
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1555778137678
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1555778137861
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1555778138033
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1555778138231
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1555778138358
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1555778138750
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1555778138877
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1555778139125
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1555778139328
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1555778139497
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1555778139678
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1555778140847
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1555778141330
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1555778141360
